apothieka_name,apothieka_address,apothieka_plz,apothieka_tel,apothieka_email,apothieka_url
Alte Apotheke,Schloßstr. 1,21354,05852 97960,alte@apotheke-bleckede.de,http://www.apotheke-bleckede.de
Löns-Apotheke,Hauptstr. 5,29646,05194 6811,loensapo.bispingen@t-online.de,
Neue Apotheke,Breite Str. 2,21354,05852 1274,neue@apotheke-bleckede.de,http://www.apotheke-bleckede.de
Heide-Apotheke,Schulstr. 2,29640,05193 1243,info@die-heideapotheke.de,http://www.die-heideapotheke.de
Eichberg-Apotheke,Am Eichberg 3,23795,04551 908500,Eichbergapotheke@web.de,
Vorstadt-Apotheke,Schweriner Str. 51,23909,04541 898851,gesundheit@vorstadt-apotheke.de,
Stadt-Apotheke,Verdener Str. 13,29640,05193 2121,woeim@t-online.de,
Georgs Apotheke,Bahnhofstr. 18,29553,05823 1232,pilo@pilo-franke.de,http://www.land-apotheken-app.de
Bahnhof-Apotheke,Bahnhofstr. 35,29640,05193 52453,martin.ziehmann@t-online.de,
Paracelsus Apotheke Gesundheitszentrum,Oberbüssauer Weg 6,23560,0451 30503770,c.tietz@ratdr.de,
